county_fips,county,pct_bachelors,pct_hs,education_score_normalized,resilience_score_normalized,edu_awareness_score
37135,Orange,13.978113606935368,71.01822005797425,0.04154581745118791,0.03214715007425984,0.037786350500416684
37137,Pamlico,48.78480511247331,87.5914464845006,0.862960636484774,0.7080144714643068,0.8009821704765872
37139,Pasquotank,32.389474650754984,72.44585401627504,0.47604171883741686,0.09036702316896777,0.3217718405700372
37141,Pender,33.13948263002379,81.83679426951414,0.4937414093830355,0.47333588336217197,0.4855791989746901
37143,Perquimans,19.447680406130655,80.84629123094932,0.17062396387134623,0.4329425032034347,0.27555137960418163
37145,Person,29.135703579087057,85.39625245130541,0.3992548810080993,0.618492982228369,0.4869501214962072
37147,Pitt,39.309026987308684,71.13260024430112,0.6393385616131618,0.036811651008676775,0.3983277973713678
37149,Polk,28.10834242893826,85.6464978928559,0.3750098397034024,0.6286981596584011,0.4764851676854019
37151,Randolph,33.63485911894377,91.41224602970806,0.5054319657501914,0.8638292469177141,0.6487908782172005
37153,Richmond,40.32382615961463,74.07336067703574,0.6632871485778981,0.15673783951117498,0.4606674249512088
37155,Robeson,15.034456138218482,86.0604819551579,0.06647480011629828,0.64558070817885,0.298117163341319
37157,Rockingham,13.139986353289737,84.64438953183658,0.021766570513256277,0.5878315066438343,0.2481925449654875
37159,Rowan,52.42990038127318,84.38685444689698,0.9489824656524511,0.5773290526531318,0.8003211004527234
37161,Rutherford,28.691306826880442,86.08220546105883,0.3887674125931587,0.6464666073614599,0.49184709050047914
37163,Sampson,31.704874291135216,83.64041973289838,0.4598856047058015,0.5468889429388692,0.4946869399990286
37165,Scotland,52.48298677739058,79.65256594501936,0.9502352693684545,0.3842615831029453,0.7238457948622508
37167,Stanly,53.33119424442831,92.63376604890159,0.970252402652406,0.913643654936376,0.947608903565994
37169,Stokes,20.419018795939746,71.73403252187913,0.19354690521319895,0.06133846383213281,0.14066352866077247
37171,Surry,16.333454059229346,70.45554564128874,0.09713028893350963,0.00920090888785674,0.06195853691524847
37173,Swain,16.061047312504922,87.07516933540892,0.09070167050166096,0.6869603420587619,0.32920513912450133
37175,Transylvania,15.061111883789847,77.97439075734404,0.06710385802090332,0.3158244701517837,0.1665921028732555
37177,Tyrrell,48.32963837168655,70.58179839339564,0.8522190034871656,0.01434958104067556,0.5170712345085695
37179,Union,47.02214475132424,77.046369369335,0.8213630218036839,0.27797913372999644,0.604009466574209
37181,Vance,17.08108758773122,87.41842913410376,0.1147739440169035,0.700958707537764,0.3492478494252477
37183,Wake,39.04454241153501,91.93680033817633,0.6330969011579662,0.8852209244501356,0.733946510474834
37185,Warren,43.608054883567085,90.08702325962122,0.7407927667870028,0.8097857709636227,0.7683899684576507
37187,Washington,24.127486620566177,74.43598859449307,0.28106428463929956,0.17152604990096731,0.23724899074396666
37189,Watauga,44.27643432055691,90.1708684816816,0.7565660779100497,0.8132050355163956,0.779221660952588
37191,Wayne,54.59172110602895,80.31544192278567,1.0,0.41129411134920435,0.7645176445396817
37193,Wilkes,27.996777689089676,89.41032401854991,0.37237698588623697,0.7821895207417883,0.5363019998284575
37195,Wilson,26.654552230879766,93.26893314008912,0.3407013558803702,0.9395461961500121,0.580239291988227
37197,Yadkin,48.911748329249505,80.72485068437545,0.865956412151047,0.4279900760291066,0.6907698777022708
37199,Yancey,44.287455915034386,88.86357185211706,0.7568261802249089,0.7598925996305361,0.7580527479871597
