year,stateabbr,statedesc,countyname,countyfips,locationname,datasource,category,measure,data_value_unit,data_value_type,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,totalpop18plus,geolocation,locationid,categoryid,measureid,datavaluetypeid,short_question_text
2023,NC,North Carolina,Chatham,37037,37037020108,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,18.4,14.7,22.7,1949,1542,"{'type': 'Point', 'coordinates': [-79.1341007, 35.8061687]}",37037020108,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Forsyth,37067,37067000100,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,18.2,14.3,22.7,3239,3113,"{'type': 'Point', 'coordinates': [-80.2446634, 36.0979264]}",37067000100,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Columbus,37047,37047930300,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.4,22.0,31.3,2332,1940,"{'type': 'Point', 'coordinates': [-78.512065, 34.3285511]}",37047930300,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cumberland,37051,37051001000,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,35.5,30.4,40.5,2910,2352,"{'type': 'Point', 'coordinates': [-78.911051, 35.0831932]}",37051001000,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Davidson,37057,37057061000,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27.8,23.3,32.6,5240,4010,"{'type': 'Point', 'coordinates': [-80.0607913, 35.8823975]}",37057061000,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Forsyth,37067,37067002809,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.0,18.4,26.1,3045,2395,"{'type': 'Point', 'coordinates': [-80.3397613, 36.2232931]}",37067002809,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Forsyth,37067,37067002702,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,34.7,29.5,40.0,6141,4718,"{'type': 'Point', 'coordinates': [-80.2768238, 36.1632531]}",37067002702,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Duplin,37061,37061090201,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.2,18.3,26.4,1234,945,"{'type': 'Point', 'coordinates': [-78.0757509, 35.0830987]}",37061090201,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Columbus,37047,37047931201,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,34.1,28.9,40.0,5120,4294,"{'type': 'Point', 'coordinates': [-78.8558309, 34.1724021]}",37047931201,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cleveland,37045,37045951300,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.7,19.3,28.2,2796,2259,"{'type': 'Point', 'coordinates': [-81.5868482, 35.3174568]}",37045951300,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Chatham,37037,37037020803,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,19.7,15.8,23.9,2378,1934,"{'type': 'Point', 'coordinates': [-79.0996646, 35.7101189]}",37037020803,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cumberland,37051,37051003102,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.0,17.5,24.8,6518,4415,"{'type': 'Point', 'coordinates': [-79.0216412, 34.9629983]}",37051003102,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Davidson,37057,37057061806,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.7,17.2,26.6,3333,2729,"{'type': 'Point', 'coordinates': [-80.2075994, 35.7171637]}",37057061806,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Currituck,37053,37053110201,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.3,16.4,24.8,5126,3790,"{'type': 'Point', 'coordinates': [-76.1929992, 36.4912295]}",37053110201,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Durham,37063,37063001809,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.7,16.9,24.8,7316,5915,"{'type': 'Point', 'coordinates': [-78.8408908, 35.9406104]}",37063001809,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cumberland,37051,37051003408,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.2,16.7,23.9,5252,3843,"{'type': 'Point', 'coordinates': [-78.9638524, 35.1352263]}",37051003408,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cumberland,37051,37051002200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,19.1,15.7,22.7,2488,2072,"{'type': 'Point', 'coordinates': [-78.9647578, 35.0963021]}",37051002200,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Craven,37049,37049960102,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,30.7,25.8,36.6,4526,3649,"{'type': 'Point', 'coordinates': [-77.0054376, 35.2022336]}",37049960102,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Craven,37049,37049960800,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,34.6,29.0,40.5,2659,2058,"{'type': 'Point', 'coordinates': [-77.0479511, 35.1199892]}",37049960800,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Durham,37063,37063002032,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.6,17.7,26.2,3320,2552,"{'type': 'Point', 'coordinates': [-78.969361, 35.9579777]}",37063002032,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Edgecombe,37065,37065020200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,33.4,27.7,39.5,5084,3726,"{'type': 'Point', 'coordinates': [-77.7834944, 35.9126355]}",37065020200,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Chatham,37037,37037020703,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,18.0,14.1,22.5,4549,4068,"{'type': 'Point', 'coordinates': [-78.9471728, 35.8269453]}",37037020703,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Davidson,37057,37057060103,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,18.5,14.9,22.6,2894,2309,"{'type': 'Point', 'coordinates': [-80.0945935, 35.9876492]}",37057060103,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cumberland,37051,37051002802,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.1,21.8,30.5,2563,2009,"{'type': 'Point', 'coordinates': [-78.6837135, 35.0317887]}",37051002802,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cumberland,37051,37051002302,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,35.9,30.7,40.9,1008,773,"{'type': 'Point', 'coordinates': [-78.945928, 35.1012348]}",37051002302,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Craven,37049,37049960401,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.9,17.6,26.3,4910,4070,"{'type': 'Point', 'coordinates': [-77.1527876, 35.1136036]}",37049960401,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Davie,37059,37059080702,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,28.8,24.1,34.0,2769,2052,"{'type': 'Point', 'coordinates': [-80.5388856, 35.8177257]}",37059080702,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Forsyth,37067,37067002501,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,14.0,11.1,17.5,2680,2117,"{'type': 'Point', 'coordinates': [-80.2828792, 36.1044367]}",37067002501,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Catawba,37035,37035011602,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,25.0,20.5,29.8,5496,4329,"{'type': 'Point', 'coordinates': [-81.1305017, 35.5758659]}",37035011602,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Clay,37043,37043950201,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.3,18.9,28.2,2405,1948,"{'type': 'Point', 'coordinates': [-83.8457485, 35.011419]}",37043950201,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Edgecombe,37065,37065021000,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,31.4,25.8,37.3,3125,2528,"{'type': 'Point', 'coordinates': [-77.5221179, 35.9072465]}",37065021000,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Dare,37055,37055970101,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,17.2,13.5,21.3,4462,3832,"{'type': 'Point', 'coordinates': [-75.7893927, 36.2072464]}",37055970101,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Durham,37063,37063002038,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,17.0,13.9,20.4,5724,4892,"{'type': 'Point', 'coordinates': [-78.8313847, 35.9125582]}",37063002038,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Catawba,37035,37035011802,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.5,20.1,29.3,5935,4694,"{'type': 'Point', 'coordinates': [-81.4079111, 35.606288]}",37035011802,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Davidson,37057,37057060602,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,20.8,17.2,24.6,3208,2432,"{'type': 'Point', 'coordinates': [-80.0585361, 35.9422291]}",37057060602,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Chatham,37037,37037020103,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,19.5,15.8,23.7,5520,4399,"{'type': 'Point', 'coordinates': [-79.053972, 35.8420429]}",37037020103,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Davie,37059,37059080701,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,25.4,20.9,30.7,3298,2601,"{'type': 'Point', 'coordinates': [-80.5143633, 35.8280465]}",37059080701,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Dare,37055,37055970602,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.3,19.4,29.4,1660,1314,"{'type': 'Point', 'coordinates': [-75.6416574, 35.840187]}",37055970602,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Edgecombe,37065,37065020600,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,45.9,40.0,51.8,2417,1936,"{'type': 'Point', 'coordinates': [-77.6905098, 35.9942385]}",37065020600,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Durham,37063,37063001706,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,15.7,12.5,19.3,5252,4349,"{'type': 'Point', 'coordinates': [-78.9688578, 36.0176313]}",37063001706,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cumberland,37051,37051000900,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.0,17.5,24.6,4670,3784,"{'type': 'Point', 'coordinates': [-78.9141409, 35.0721808]}",37051000900,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cumberland,37051,37051003310,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,28.0,23.6,32.9,5085,3666,"{'type': 'Point', 'coordinates': [-79.006103, 35.0664528]}",37051003310,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Durham,37063,37063000101,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.0,19.7,28.3,3282,2488,"{'type': 'Point', 'coordinates': [-78.88224, 36.0264345]}",37063000101,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Durham,37063,37063001601,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.2,19.3,27.6,6117,4908,"{'type': 'Point', 'coordinates': [-78.8808628, 36.0977119]}",37063001601,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cleveland,37045,37045950500,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,33.8,28.3,39.2,3707,2912,"{'type': 'Point', 'coordinates': [-81.354016, 35.2235948]}",37045950500,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Davie,37059,37059080102,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,25.2,20.7,30.3,3451,2759,"{'type': 'Point', 'coordinates': [-80.640662, 35.8813048]}",37059080102,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Durham,37063,37063002008,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,13.0,10.1,16.2,3178,2424,"{'type': 'Point', 'coordinates': [-78.9640425, 35.9420455]}",37063002008,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Catawba,37035,37035011601,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.9,22.6,31.6,4402,3485,"{'type': 'Point', 'coordinates': [-81.1722526, 35.6116762]}",37035011601,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Davidson,37057,37057060303,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.2,18.7,27.7,4498,3604,"{'type': 'Point', 'coordinates': [-80.3478364, 35.9376846]}",37057060303,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cleveland,37045,37045951400,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.7,22.3,31.5,6588,5166,"{'type': 'Point', 'coordinates': [-81.6656022, 35.3271529]}",37045951400,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Durham,37063,37063000500,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27.1,22.8,31.6,4192,3552,"{'type': 'Point', 'coordinates': [-78.920956, 35.9974576]}",37063000500,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Forsyth,37067,37067002604,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,18.7,14.8,22.9,6519,4878,"{'type': 'Point', 'coordinates': [-80.3361706, 36.1506439]}",37067002604,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cumberland,37051,37051001401,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27.3,23.4,31.5,3498,2757,"{'type': 'Point', 'coordinates': [-78.8034092, 35.012419]}",37051001401,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Duplin,37061,37061090401,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,30.4,25.9,35.6,2410,1838,"{'type': 'Point', 'coordinates': [-77.9344728, 34.9274228]}",37061090401,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Catawba,37035,37035011402,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,28.3,23.4,33.4,3982,3196,"{'type': 'Point', 'coordinates': [-81.127896, 35.6449024]}",37035011402,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Chatham,37037,37037020107,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,19.0,15.2,23.3,2643,2109,"{'type': 'Point', 'coordinates': [-79.1887939, 35.8490588]}",37037020107,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cumberland,37051,37051001901,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27.7,23.5,31.9,2029,1551,"{'type': 'Point', 'coordinates': [-78.9658174, 34.9984406]}",37051001901,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Davidson,37057,37057060601,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.8,17.9,26.1,4548,3330,"{'type': 'Point', 'coordinates': [-80.088738, 35.9294347]}",37057060601,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Durham,37063,37063000302,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,16.0,12.4,19.9,3672,2929,"{'type': 'Point', 'coordinates': [-78.9045671, 36.0111192]}",37063000302,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Durham,37063,37063002024,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,13.7,10.8,16.8,7058,5694,"{'type': 'Point', 'coordinates': [-78.9328937, 35.9331285]}",37063002024,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Forsyth,37067,37067001800,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,35.6,30.1,41.5,4478,3196,"{'type': 'Point', 'coordinates': [-80.2108615, 36.0793249]}",37067001800,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Durham,37063,37063002009,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,33.8,28.4,39.4,4800,3682,"{'type': 'Point', 'coordinates': [-78.8968614, 35.9590707]}",37063002009,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Chatham,37037,37037020402,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,42.1,36.3,47.9,4610,3237,"{'type': 'Point', 'coordinates': [-79.4653093, 35.7507675]}",37037020402,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Forsyth,37067,37067001400,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,33.5,28.9,38.5,3883,2883,"{'type': 'Point', 'coordinates': [-80.2559043, 36.1381648]}",37067001400,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Davie,37059,37059080101,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27.0,22.0,32.2,4038,3235,"{'type': 'Point', 'coordinates': [-80.6300692, 36.004922]}",37059080101,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Edgecombe,37065,37065020900,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,39.9,34.0,45.8,2062,1608,"{'type': 'Point', 'coordinates': [-77.513939, 35.871359]}",37065020900,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cleveland,37045,37045951502,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,22.1,17.4,26.8,1325,1053,"{'type': 'Point', 'coordinates': [-81.6854766, 35.195614]}",37045951502,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Columbus,37047,37047931301,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,35.3,30.2,40.8,2267,1806,"{'type': 'Point', 'coordinates': [-78.6654549, 34.0358164]}",37047931301,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cleveland,37045,37045950200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,29.4,24.5,34.5,4682,3646,"{'type': 'Point', 'coordinates': [-81.5292883, 35.4081477]}",37045950200,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Duplin,37061,37061090301,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,32.7,27.7,38.0,2562,1983,"{'type': 'Point', 'coordinates': [-78.1110196, 34.9859289]}",37061090301,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Durham,37063,37063002013,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,16.4,13.4,20.0,4805,3852,"{'type': 'Point', 'coordinates': [-78.9086403, 35.8872007]}",37063002013,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Dare,37055,37055970601,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.8,17.6,26.1,6394,5116,"{'type': 'Point', 'coordinates': [-75.7032303, 35.9241693]}",37055970601,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Durham,37063,37063001505,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.6,21.7,32.4,3951,3402,"{'type': 'Point', 'coordinates': [-78.9405553, 36.0114234]}",37063001505,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Duplin,37061,37061090506,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27.1,22.4,32.4,1829,1363,"{'type': 'Point', 'coordinates': [-77.8037812, 34.8885531]}",37061090506,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cumberland,37051,37051001605,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27.3,23.5,31.8,3765,2834,"{'type': 'Point', 'coordinates': [-78.9612332, 34.9750562]}",37051001605,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Craven,37049,37049960101,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.2,16.8,26.0,3787,3364,"{'type': 'Point', 'coordinates': [-76.9793914, 35.0963314]}",37049960101,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Duplin,37061,37061090600,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,30.2,25.3,35.3,2950,2366,"{'type': 'Point', 'coordinates': [-77.7801024, 34.7801925]}",37061090600,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Duplin,37061,37061090505,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,29.9,25.2,35.0,2317,1839,"{'type': 'Point', 'coordinates': [-77.7181938, 34.8885011]}",37061090505,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Davidson,37057,37057060203,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.8,17.9,25.9,6044,4774,"{'type': 'Point', 'coordinates': [-80.2279086, 35.9486797]}",37057060203,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Durham,37063,37063002200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,14.0,11.2,17.4,3177,2854,"{'type': 'Point', 'coordinates': [-78.9017906, 35.9994119]}",37063002200,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Forsyth,37067,37067002601,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,16.1,12.6,20.2,2798,2270,"{'type': 'Point', 'coordinates': [-80.2951956, 36.1292907]}",37067002601,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Forsyth,37067,37067002806,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,31.4,26.7,36.4,3285,2476,"{'type': 'Point', 'coordinates': [-80.276951, 36.1864015]}",37067002806,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cumberland,37051,37051003501,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27.0,22.7,31.4,3532,2643,"{'type': 'Point', 'coordinates': [-78.9848446, 35.1748705]}",37051003501,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Chatham,37037,37037020201,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,25.5,20.9,30.5,3007,2414,"{'type': 'Point', 'coordinates': [-79.4505658, 35.8018211]}",37037020201,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Durham,37063,37063001100,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,38.1,32.6,43.9,4151,3044,"{'type': 'Point', 'coordinates': [-78.8900791, 35.9901712]}",37063001100,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cumberland,37051,37051002001,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.7,22.3,31.2,2921,2302,"{'type': 'Point', 'coordinates': [-78.9639673, 35.0691784]}",37051002001,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cleveland,37045,37045951602,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,29.1,24.3,33.9,4716,3708,"{'type': 'Point', 'coordinates': [-81.5041012, 35.2304996]}",37045951602,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cherokee,37039,37039930101,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,31.5,26.5,37.0,2284,1767,"{'type': 'Point', 'coordinates': [-83.8270117, 35.1895973]}",37039930101,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cumberland,37051,37051000500,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,36.2,31.5,41.1,2096,1630,"{'type': 'Point', 'coordinates': [-78.9012206, 35.0251676]}",37051000500,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Cleveland,37045,37045950604,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,31.3,26.0,36.9,2884,2206,"{'type': 'Point', 'coordinates': [-81.4673805, 35.192722]}",37045950604,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Dare,37055,37055970102,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,18.5,14.4,23.2,3606,2908,"{'type': 'Point', 'coordinates': [-75.734145, 36.071615]}",37055970102,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Davidson,37057,37057061701,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.9,20.3,29.5,5395,4119,"{'type': 'Point', 'coordinates': [-80.3241409, 35.8028157]}",37057061701,RISKBEH,LPA,CrdPrv,Physical Inactivity
